[249, 413, 27, 358, 520, 164]
[249, 484, 149, 432, 358, 48]
[259, 129, 45, 440, 512, 339]
[259, 149, 371, 440, 57, 494]
[259, 158, 57, 413, 358, 532]
[259, 433, 45, 339, 512, 154]
[259, 465, 371, 57, 494, 154]
[259, 470, 57, 358, 532, 148]
[259, 470, 157, 39, 324, 502]
[259, 485, 163, 469, 339, 91]
[265, 150, 561, 443, 339, 69]
[265, 158, 95, 438, 539, 371]
[265, 439, 561, 105, 362, 90]
[265, 470, 95, 371, 539, 124]
[265, 470, 105, 90, 335, 561]
[269, 98, 321, 379, 47, 524]
[269, 154, 44, 379, 515, 339]
[269, 163, 47, 376, 478, 371]
[269, 390, 47, 107, 478, 371]
[269, 390, 142, 23, 362, 559]
[269, 430, 321, 47, 117, 524]
[269, 440, 44, 339, 515, 117]
[269, 516, 125, 466, 339, 69]
[279, 126, 526, 414, 358, 39]
[279, 136, 94, 430, 331, 472]
[279, 397, 94, 331, 472, 98]
[279, 397, 140, 526, 28, 313]
[279, 436, 526, 140, 359, 28]
[283, 124, 474, 466, 321, 19]
[283, 150, 26, 465, 328, 511]
[283, 438, 474, 145, 338, 3]
[283, 439, 26, 328, 511, 149]
[283, 439, 145, 3, 474, 372]
[302, 117, 50, 433, 546, 339]
[302, 125, 65, 415, 321, 482]
[302, 152, 358, 433, 65, 473]
[302, 379, 50, 129, 546, 339]
[302, 396, 65, 153, 321, 482]
[302, 396, 114, 19, 552, 341]
[302, 417, 358, 65, 129, 473]
[302, 566, 158, 414, 339, 79]
[312, 287, 429, 112, 56, 566]
[312, 415, 208, 112, 56, 566]
[312, 433, 266, 142, 23, 559]
[326, 70, 107, 484, 420, 284]
[326, 70, 474, 245, 447, 154]
[326, 129, 557, 242, 12, 454]
[326, 150, 217, 399, 478, 27]
[326, 150, 397, 482, 237, 78]
[326, 153, 1, 271, 524, 396]
[326, 153, 480, 387, 88, 235]
[326, 158, 396, 95, 524, 301]
[326, 158, 473, 5, 413, 190]
[326, 158, 473, 5, 438, 183]
[326, 158, 473, 11, 390, 242]
[326, 212, 524, 125, 429, 1]
[326, 212, 524, 396, 164, 1]
[326, 287, 136, 399, 24, 532]
[326, 287, 397, 24, 99, 532]
[326, 415, 524, 271, 1, 125]
[326, 439, 78, 237, 136, 482]
[326, 439, 99, 478, 217, 27]
[326, 470, 125, 95, 524, 301]
[326, 470, 473, 5, 148, 190]
[326, 470, 473, 5, 183, 124]
[326, 470, 473, 163, 11, 242]
[326, 481, 148, 468, 12, 295]
[326, 494, 163, 6, 224, 436]
[326, 494, 163, 6, 376, 180]
[326, 494, 163, 92, 396, 245]
[326, 494, 390, 6, 107, 180]
[326, 494, 390, 6, 224, 126]
[326, 494, 390, 125, 92, 245]
[326, 526, 117, 301, 88, 467]
[346, 217, 438, 132, 66, 485]
[346, 413, 303, 132, 66, 485]
[346, 440, 309, 114, 19, 552]
[347, 237, 436, 103, 48, 516]
[347, 376, 209, 103, 48, 516]
[347, 379, 220, 157, 39, 502]
[400, 26, 278, 328, 511, 149]
[400, 145, 474, 3, 278, 372]
[400, 215, 358, 95, 556, 152]
[400, 306, 42, 339, 515, 117]
[400, 306, 138, 91, 369, 522]
[400, 331, 50, 117, 295, 551]
[400, 331, 50, 174, 149, 551]
[400, 331, 99, 35, 551, 180]
[400, 331, 472, 98, 42, 225]
[400, 485, 303, 132, 344, 66]
[400, 501, 6, 180, 129, 358]
[404, 95, 215, 371, 539, 124]
[404, 105, 561, 215, 90, 335]
[404, 220, 57, 358, 532, 148]
[404, 220, 157, 39, 324, 502]
[404, 245, 331, 59, 163, 512]
[404, 321, 153, 57, 482, 310]
[404, 321, 565, 6, 126, 170]
[404, 321, 565, 27, 148, 303]
[404, 321, 565, 27, 217, 124]
[404, 522, 306, 138, 325, 91]
[404, 530, 44, 170, 331, 164]
[408, 11, 175, 321, 556, 126]
[408, 128, 495, 175, 80, 344]
[408, 266, 47, 107, 478, 371]
[408, 266, 142, 23, 362, 559]
[408, 301, 322, 63, 125, 515]
[408, 358, 78, 107, 209, 499]
[408, 358, 78, 237, 126, 499]
[408, 358, 164, 1, 499, 174]
[408, 358, 532, 148, 47, 233]
[408, 475, 50, 174, 322, 124]
[408, 525, 274, 156, 369, 69]
[450, 92, 225, 358, 520, 164]
[450, 118, 554, 225, 71, 353]
[450, 242, 328, 31, 158, 546]
[450, 309, 65, 153, 321, 482]
[450, 309, 114, 19, 552, 341]
[450, 371, 107, 65, 478, 278]
[450, 371, 501, 5, 296, 124]
[450, 371, 501, 24, 153, 208]
[450, 371, 501, 24, 287, 164]
[450, 542, 276, 109, 365, 79]
[450, 551, 45, 296, 328, 126]
[451, 35, 233, 322, 563, 152]
[451, 102, 557, 233, 75, 334]
[451, 225, 321, 92, 539, 98]
[451, 276, 0, 339, 512, 154]
[451, 276, 109, 79, 325, 542]
[451, 328, 149, 0, 511, 175]
[451, 328, 475, 44, 154, 235]
[451, 328, 475, 44, 170, 152]
[451, 328, 475, 94, 136, 190]
[451, 499, 5, 190, 321, 117]
[451, 566, 208, 112, 335, 56]
[456, 94, 310, 331, 472, 98]
[456, 140, 526, 28, 313, 310]
[456, 175, 371, 11, 520, 149]
[456, 274, 93, 129, 546, 339]
[456, 274, 156, 69, 365, 525]
[456, 322, 45, 129, 284, 530]
[456, 322, 45, 296, 98, 530]
[456, 322, 150, 26, 530, 271]
[456, 322, 563, 152, 93, 215]
[456, 516, 209, 103, 353, 48]
[456, 565, 1, 271, 371, 154]
[476, 136, 328, 59, 465, 287]
[476, 136, 328, 63, 246, 430]
[476, 136, 328, 63, 433, 301]
[476, 148, 35, 233, 415, 339]
[476, 397, 328, 63, 129, 301]
[476, 397, 328, 63, 246, 98]
[476, 397, 328, 149, 59, 287]
[476, 413, 35, 233, 153, 339]
[491, 99, 278, 410, 371, 90]
[491, 277, 158, 386, 358, 71]
[491, 277, 340, 465, 4, 113]
[491, 277, 470, 113, 334, 4]
[491, 379, 245, 340, 4, 113]
[510, 99, 331, 31, 417, 239]
[510, 99, 331, 31, 440, 242]
[510, 99, 331, 63, 430, 217]
[510, 107, 26, 278, 339, 413]
[510, 376, 26, 278, 339, 148]
[510, 399, 331, 31, 154, 242]
[510, 399, 331, 31, 239, 152]
[510, 399, 331, 98, 63, 217]
[527, 150, 322, 31, 237, 417]
[527, 150, 322, 59, 379, 245]
[527, 150, 322, 59, 465, 277]
[527, 153, 94, 310, 376, 339]
[527, 415, 94, 310, 107, 339]
[527, 439, 322, 31, 237, 152]
[527, 439, 322, 59, 117, 245]
[527, 439, 322, 59, 277, 149]
[528, 126, 215, 405, 322, 4]
[528, 183, 149, 389, 331, 28]
[528, 183, 342, 438, 70, 147]
[528, 183, 465, 147, 354, 70]
[528, 413, 190, 342, 70, 147]
[533, 150, 310, 383, 321, 80]
[533, 246, 96, 67, 317, 430]
[533, 246, 96, 67, 390, 372]
[533, 246, 444, 371, 90, 163]
[533, 433, 301, 317, 67, 96]
[535, 136, 233, 443, 358, 71]
[535, 239, 125, 446, 321, 80]
[535, 239, 352, 417, 14, 135]
[535, 239, 396, 135, 313, 14]
[535, 440, 242, 352, 14, 135]
[537, 124, 225, 403, 331, 14]
[537, 212, 161, 12, 342, 417]
[537, 212, 161, 12, 429, 319]
[537, 212, 455, 328, 3, 152]
[537, 415, 271, 319, 12, 161]
[547, 164, 175, 402, 328, 67]
[547, 224, 167, 88, 354, 436]
[547, 224, 167, 88, 430, 319]
[547, 224, 412, 322, 75, 98]
[547, 376, 180, 354, 88, 167]
