[162, 6, 257, 312, 475, 548, 431]
[162, 6, 257, 348, 475, 399, 597]
[162, 6, 257, 348, 475, 574, 431]
[162, 6, 339, 548, 262, 510, 437]
[162, 6, 369, 401, 512, 234, 575]
[162, 6, 369, 522, 224, 384, 566]
[162, 6, 456, 242, 285, 473, 615]
[162, 6, 456, 353, 238, 605, 506]
[162, 6, 462, 601, 285, 261, 436]
[162, 42, 217, 424, 610, 499, 346]
[162, 42, 269, 282, 413, 604, 499]
[162, 42, 375, 577, 267, 506, 413]
[162, 42, 450, 573, 337, 223, 525]
[162, 42, 450, 616, 238, 497, 319]
[162, 55, 392, 336, 610, 506, 233]
[162, 55, 408, 246, 593, 285, 488]
[162, 55, 412, 248, 545, 486, 335]
[162, 55, 465, 374, 238, 442, 617]
[162, 61, 300, 234, 472, 413, 561]
[162, 61, 300, 234, 509, 438, 620]
[162, 61, 316, 388, 463, 574, 242]
[162, 61, 316, 388, 593, 253, 461]
[162, 61, 316, 475, 218, 379, 601]
[162, 61, 316, 617, 242, 399, 463]
[162, 61, 366, 615, 461, 253, 407]
[162, 61, 511, 242, 345, 438, 615]
[162, 97, 296, 497, 574, 403, 262]
[162, 97, 458, 242, 285, 473, 615]
[162, 97, 458, 353, 238, 605, 506]
[162, 97, 614, 497, 218, 391, 353]
[162, 97, 614, 497, 312, 391, 262]
[162, 97, 614, 497, 399, 232, 353]
[162, 97, 619, 223, 340, 395, 530]
[162, 102, 406, 374, 472, 559, 253]
[162, 102, 406, 597, 266, 526, 345]
[162, 102, 587, 266, 526, 322, 451]
[162, 110, 257, 316, 454, 461, 617]
[162, 110, 257, 450, 328, 605, 474]
[162, 110, 278, 436, 511, 253, 566]
[162, 110, 339, 510, 251, 437, 548]
[162, 110, 458, 269, 328, 605, 506]
[162, 110, 491, 267, 437, 287, 611]
[162, 110, 491, 349, 574, 436, 246]
[162, 110, 520, 267, 620, 351, 445]
[162, 139, 456, 218, 320, 570, 518]
[162, 139, 458, 229, 582, 473, 322]
[162, 139, 458, 238, 287, 474, 575]
[162, 139, 462, 346, 413, 574, 246]
[162, 139, 462, 346, 610, 399, 246]
[162, 139, 592, 451, 506, 328, 228]
[162, 139, 619, 337, 432, 487, 252]
[162, 159, 296, 432, 481, 268, 549]
[162, 159, 462, 412, 564, 374, 232]
[162, 159, 491, 345, 242, 423, 559]
[162, 159, 491, 345, 242, 615, 424]
[162, 159, 520, 233, 620, 407, 348]
[162, 259, 120, 282, 413, 604, 499]
[162, 259, 306, 559, 474, 457, 62]
[162, 259, 375, 506, 577, 56, 413]
[162, 259, 375, 506, 577, 451, 37]
[162, 259, 408, 497, 579, 311, 7]
