[0, 39, 175, 335, 226, 377]
[0, 39, 292, 78, 226, 377]
[0, 43, 356, 328, 269, 196]
[0, 43, 356, 328, 275, 85]
[0, 53, 348, 325, 227, 119]
[0, 53, 348, 325, 275, 205]
[0, 55, 328, 274, 175, 350]
[0, 57, 325, 278, 213, 402]
[0, 58, 389, 325, 269, 196]
[0, 58, 389, 325, 275, 85]
[0, 59, 213, 294, 237, 380]
[0, 59, 340, 114, 237, 380]
[0, 62, 133, 251, 333, 396]
[0, 62, 229, 117, 333, 404]
[0, 62, 229, 325, 120, 404]
[0, 62, 229, 380, 171, 314]
[0, 62, 229, 380, 335, 119]
[0, 62, 328, 251, 147, 396]
[0, 62, 377, 156, 320, 251]
[0, 62, 377, 294, 72, 251]
[0, 70, 394, 328, 240, 72]
[0, 70, 394, 328, 269, 81]
[1, 41, 272, 350, 331, 95]
[1, 48, 272, 409, 331, 141]
[1, 49, 92, 245, 331, 343]
[1, 49, 231, 378, 306, 137]
[1, 50, 282, 363, 306, 104]
[1, 54, 282, 385, 306, 201]
[1, 71, 154, 331, 245, 390]
[1, 71, 306, 231, 122, 404]
[2, 37, 123, 298, 265, 376]
[2, 37, 292, 178, 265, 376]
[2, 42, 210, 217, 312, 371]
[2, 42, 219, 185, 312, 390]
[2, 42, 219, 291, 124, 390]
[2, 42, 219, 373, 196, 313]
[2, 42, 219, 373, 298, 205]
[2, 42, 288, 217, 182, 371]
[2, 42, 376, 85, 321, 217]
[2, 42, 376, 330, 81, 217]
[2, 45, 398, 291, 227, 119]
[2, 45, 398, 291, 275, 205]
[2, 46, 413, 288, 240, 72]
[2, 46, 413, 288, 269, 81]
[2, 55, 288, 234, 123, 363]
[2, 57, 291, 224, 150, 393]
[2, 63, 150, 330, 286, 373]
[2, 63, 340, 183, 286, 373]
[2, 64, 384, 288, 227, 156]
[2, 64, 384, 288, 240, 171]
[2, 66, 358, 291, 227, 156]
[2, 66, 358, 291, 240, 171]
[3, 36, 369, 340, 239, 120]
[3, 36, 369, 340, 260, 178]
[3, 37, 314, 265, 149, 375]
[3, 39, 112, 300, 259, 372]
[3, 39, 320, 189, 259, 372]
[3, 42, 149, 296, 217, 371]
[3, 42, 328, 161, 217, 371]
[3, 48, 411, 340, 260, 142]
[3, 48, 411, 340, 272, 123]
[3, 51, 383, 314, 239, 120]
[3, 51, 383, 314, 260, 178]
[3, 53, 382, 314, 239, 148]
[3, 53, 382, 314, 261, 117]
[3, 65, 119, 249, 330, 344]
[3, 65, 263, 150, 330, 353]
[3, 65, 263, 340, 183, 353]
[3, 65, 263, 372, 188, 292]
[3, 65, 263, 372, 296, 123]
[3, 65, 314, 249, 85, 344]
[3, 65, 371, 107, 325, 249]
[3, 65, 371, 300, 117, 249]
[3, 68, 340, 225, 112, 362]
[4, 37, 202, 255, 319, 408]
[4, 37, 265, 138, 319, 376]
[4, 37, 265, 325, 113, 376]
[4, 37, 265, 385, 182, 314]
[4, 37, 265, 385, 312, 203]
[4, 37, 338, 255, 77, 408]
[4, 37, 347, 114, 324, 255]
[4, 37, 347, 294, 192, 255]
[4, 50, 368, 338, 221, 97]
[4, 50, 368, 338, 250, 75]
[4, 55, 205, 294, 234, 385]
[4, 55, 313, 156, 234, 385]
[4, 58, 382, 325, 221, 97]
[4, 58, 382, 325, 250, 75]
[4, 59, 338, 270, 185, 397]
[4, 61, 383, 325, 242, 203]
[4, 61, 383, 325, 250, 213]
[4, 65, 325, 249, 205, 410]
[4, 67, 185, 312, 271, 347]
[4, 67, 291, 124, 271, 347]
[4, 71, 395, 338, 221, 210]
[4, 71, 395, 338, 245, 192]
[5, 40, 398, 335, 238, 113]
[5, 40, 398, 335, 280, 209]
[5, 42, 114, 217, 324, 374]
[5, 42, 219, 78, 324, 343]
[5, 42, 219, 335, 193, 343]
[5, 42, 219, 399, 138, 319]
[5, 42, 219, 399, 325, 113]
[5, 42, 294, 217, 192, 374]
[5, 42, 410, 149, 296, 217]
[5, 42, 410, 328, 161, 217]
[5, 47, 384, 294, 277, 174]
[5, 47, 384, 294, 280, 158]
[5, 52, 413, 294, 244, 161]
[5, 52, 413, 294, 277, 90]
[5, 55, 294, 234, 107, 385]
[5, 57, 335, 224, 127, 388]
[5, 65, 107, 325, 249, 410]
[5, 65, 300, 117, 249, 410]
[5, 67, 127, 328, 266, 399]
[5, 67, 326, 133, 266, 399]
[5, 69, 358, 335, 277, 174]
[5, 69, 358, 335, 280, 158]
[6, 38, 364, 338, 246, 193]
[6, 38, 364, 338, 247, 185]
[6, 39, 338, 259, 210, 381]
[6, 43, 391, 328, 247, 87]
[6, 43, 391, 328, 282, 189]
[6, 50, 400, 338, 247, 87]
[6, 50, 400, 338, 282, 189]
[6, 57, 81, 335, 224, 388]
[6, 57, 321, 171, 224, 388]
[6, 60, 351, 328, 252, 112]
[6, 60, 351, 328, 282, 175]
[6, 63, 148, 276, 296, 359]
[6, 63, 286, 149, 296, 373]
[6, 63, 286, 328, 161, 373]
[6, 63, 286, 388, 124, 320]
[6, 63, 286, 388, 312, 112]
[6, 63, 338, 276, 188, 359]
[6, 63, 353, 78, 324, 276]
[6, 63, 353, 335, 193, 276]
[6, 65, 210, 312, 263, 353]
[6, 65, 288, 182, 263, 353]
[6, 67, 328, 266, 81, 399]
[7, 40, 252, 405, 310, 132]
[7, 44, 92, 277, 322, 397]
[7, 44, 310, 254, 164, 410]
[7, 60, 252, 387, 310, 207]
[7, 66, 240, 362, 322, 95]
[7, 69, 141, 277, 322, 361]
[7, 69, 310, 254, 215, 344]
[7, 70, 240, 386, 322, 154]
