# Shape 1
0,0,0,0
0,0,1,0
1,1,1,0
0,1,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 2
0,0,0,0
0,1,0,0
1,1,1,0
0,1,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 3
0,0,0,0
1,0,0,0
1,1,0,0
0,1,1,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 4
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
1,0,0,0
1,1,0,0
0,1,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 5
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
#
0,0,0,0
1,0,0,0
1,1,0,0
1,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 6
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
#
0,0,0,0
1,0,0,0
1,1,0,0
0,1,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 7
0,0,0,0
0,0,0,0
1,1,0,0
0,0,0,0
#
0,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 8
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
#
0,0,0,0
1,0,0,0
1,0,0,0
1,1,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 9
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
1,0,0,0
1,0,0,0
1,1,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 10
0,0,0,0
0,1,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
1,1,0,0
1,0,0,0
1,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 11
0,0,0,0
1,0,0,0
1,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
1,1,0,0
0,1,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 12
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
#
0,0,0,0
1,0,0,0
1,0,0,0
1,1,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
# Shape 13
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,0
#
0,0,0,0
0,0,0,0
1,0,0,0
1,1,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
#

